episode,episode_title,published,track_number,track_title,artist,time,year,country,episode_link,audio_url
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",8,I Can Feel It,Rex Abe,04:46,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",9,Destiny Time,Roy,07:27,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",10,Music In The Night,Solid Strangers,05:18,1985,Germany,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",11,Desire,Radiorama,03:39,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",12,Sunlight,M Like Moon,05:35,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",13,I’m a Lover,Andrea,06:08,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",14,Cha Cha Cha,Finzy Kontini,05:53,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",15,Queen of the Night,Camomilla,05:26,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",16,All The Night,Riky Maltese,06:07,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",17,Take Me Up,Scotch,03:32,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",18,Bolero (Hold Me In Your Arms Again),Fancy,04:05,1985,Germany,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",19,Fairy Tale,Rose,05:48,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",20,Zanzibar,Helen,06:04,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
11,Italo Disco Songs from 1985 Part 3,"Sun, 25 Apr 2021 18:57:19 +0000",21,Eagles In The Night,Dario Dell’Aere,08:21,1985,Italy,https://www.discoitalo.com/2021/04/25/italo-disco-songs-from-1985-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part3.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",1,Future Brain,Den Harrow,05:28,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",2,Alisand,Hugh Bullen,05:34,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",3,Domination,Flexi Cowboys,05:38,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",4,Only Music Survives,Alba,07:25,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",5,Fantasy,Lian Ross,06:57,,Germany,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",6,Touch by touch,Joy,05:20,,Austria,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",7,You’re a Woman,Bad Boys Blue,05:22,,Germany,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",8,Mama Radio,Rudy & Co.,05:50,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",9,L.A.D.Y. O.,Fancy,05:36,,Germany,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",10,Lady O,Albert One,04:47,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",11,Bambina,David Lyme,05:31,,Spain,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",12,(I’ll Never Be) Maria Magdalena,Sandra,03:58,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",13,Beautiful Life,Alex Valentini,04:21,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",14,It’s So Easy,Valerie Dore,06:29,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",15,Around My Dream,Kazino,04:02,,Belgium,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",16,A Man Like Me,Bobby Orlando,03:18,,USA,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",17,Let’s Call Each Other,Forum,03:13,,USSR,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",18,Time (Back In Time),Digital Emotion,06:38,,Netherlands,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",19,Magic Dance,LOUI$,08:31,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",20,Delirio Mind,Scotch,05:11,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
10,Italo Disco Songs from 1985 Part 2,"Sun, 18 Apr 2021 19:00:59 +0000",21,Void Vision,Cyber People,07:14,,Italy,https://www.discoitalo.com/2021/04/18/italo-disco-songs-from-1985-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part2.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",1,Bad Boy,Den Harrow,04:09,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",2,Around My Dream,Silver Pozzoli,03:35,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",3,Lady Fantasy,Max Him,06:40,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",4,We Just,Moses,06:32,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",5,Walking in the Neon,Peter Richard,06:49,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",6,Song for Denise,Piano Fantasia,03:12,,France?,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",7,Marinero,Lucia,07:09,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",8,Talking To The Night,Brian Ice,06:54,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",9,Woody Boogie,Baltimora,05:55,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",10,Mi Amor,Plastic Mode,04:27,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",11,Dancing In The Dark,Mike Mareen,07:10,,Germany,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",12,Heart On Fire,Albert One,05:32,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",13,The Years,Fred Ventura,06:16,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",14,Tonight,Ken Laszlo,03:49,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",15,I Love My Radio,Taffy,04:05,,UK / Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",16,Give Me Your Love,Fun Fun,03:55,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",17,Faces,Clio,05:41,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",18,Please Don’t Go,Digital Game,04:34,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",19,Disco Future,Fresh Color,03:46,,Switzerland,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",20,Living In The Shuttle,Torrevado,05:09,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",21,Chance To Desire,Radiorama,04:09,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
9,Italo Disco Songs from 1985 Part 1,"Mon, 12 Apr 2021 04:41:16 +0000",22,Visitors,Koto,06:25,,Italy,https://www.discoitalo.com/2021/04/12/italo-disco-songs-from-1985-part-1/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1985-part1.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",1,Welcome,Jules Tropicana,07:18,,Spain,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",2,Kairo,Üdytü Ützeltürk And His Male Harem,05:16,,Germany,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",3,The Game Of Chance,THE TWINS,06:57,,Germany,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",4,Slice Me Nice,Fancy,05:26,,Germany,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",5,Telephone Mama,Gazebo,05:41,,Italy,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",6,precious little diamond,Fox The Fox,05:09,,Netherlands,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",7,"You’re My Heart, You’re My Soul",Modern Talking,05:34,,Germany,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",8,Happy Song,Boney M.,03:59,,Germany/Caribbean,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",9,Lost In The Night,Costas Charitodiplomenos,05:33,,Greece,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",10,Walkin,Dhuo,04:47,,Italy,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",11,The Riddle,Nik Kershaw,03:53,,UK,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",12,I Only Move For Money,Xalan,06:18,,Spain,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",13,You Could Be More as You Are,Saâda Bonaire,05:56,,Germany,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",14,Woodpeckers From Space,Video Kids,03:35,,Netherlands,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",15,fotonovaela,Ivan,03:13,,Spain,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",16,Egypt Egypt,The Egyptian Lover,05:20,,USA,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",17,You’ve Got To Move It On,Rofo,06:55,,Belgium,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",18,You Ain’t Got a Chance,Charlie Danone,07:19,,Spain,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",19,L.o.v.e. in My Car,Bad Boys Blue,04:03,,Germany,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",20,Kalimba de luna,Tony Esposito,07:35,,Italy,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
8,Euro Disco Songs from 1984 Part 3,"Sun, 04 Apr 2021 20:34:51 +0000",21,Never Ending Story,Limahl,03:30,,UK,https://www.discoitalo.com/2021/04/04/euro-disco-songs-from-1984-part-3/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part3.mp3
7,Italo Disco Songs from 1984 Part 2,"Sun, 28 Mar 2021 19:42:04 +0000",1,Music Colours,Cellophane,06:49,,Italy,https://www.discoitalo.com/2021/03/28/italo-disco-songs-from-1984-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part2.mp3
7,Italo Disco Songs from 1984 Part 2,"Sun, 28 Mar 2021 19:42:04 +0000",2,Silent Smiles,Ram Band,03:44,,Italy,https://www.discoitalo.com/2021/03/28/italo-disco-songs-from-1984-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part2.mp3
7,Italo Disco Songs from 1984 Part 2,"Sun, 28 Mar 2021 19:42:04 +0000",3,"Cause I need you, ’cause I love you’",De-De-Mo,05:35,,Italy,https://www.discoitalo.com/2021/03/28/italo-disco-songs-from-1984-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part2.mp3
7,Italo Disco Songs from 1984 Part 2,"Sun, 28 Mar 2021 19:42:04 +0000",4,Firelight,Ghecko,04:13,,Italy,https://www.discoitalo.com/2021/03/28/italo-disco-songs-from-1984-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part2.mp3
7,Italo Disco Songs from 1984 Part 2,"Sun, 28 Mar 2021 19:42:04 +0000",5,Magic Carillon,Rose,06:03,,Italy,https://www.discoitalo.com/2021/03/28/italo-disco-songs-from-1984-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part2.mp3
7,Italo Disco Songs from 1984 Part 2,"Sun, 28 Mar 2021 19:42:04 +0000",6,Driving,Sensitive,07:09,,Italy,https://www.discoitalo.com/2021/03/28/italo-disco-songs-from-1984-part-2/,https://chrt.fm/track/84BG1G/obscuro-disco-podcast-files.s3.amazonaws.com/OD-1984-part2.mp3
